cavitynest_interactor,Region,recorder,InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,BBS_Seq,BBS_AOU2023,new_in_2023BBS_specieslist,SpeciesList,notes
tertiary,CONUS & Canada,EP,3/17/2023,"Vitz, A. C., L. A. Hanners, and S. R. Patton (2020). Worm-eating Warbler (Helmitheros vermivorum), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.woewar1.01",Helmitheros,vermivorum,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,1387,6390,,BBS2022,
tertiary,CONUS & Canada,CR,9/18/2023-9/19/2023,"Mattsson, B. J., T. L. Master, R. S. Mulvihill, and W. D. Robinson (2020). Louisiana Waterthrush (Parkesia motacilla), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.louwat.01",Parkesia,motacilla,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,Passeriformes,Parulidae,1388,6760,,BBS2022,
tertiary,CONUS & Canada,EH,10/31/2023,"Whitaker, D. M. and S. W. Eaton (2020). Northern Waterthrush (Parkesia noveboracensis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.norwat.01",Parkesia,noveboracensis,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,Passeriformes,Parulidae,1389,6750,,BBS2022,
tertiary,CONUS & Canada,EP,3/17/2023,"Confer, J. L., P. Hartman, and A. Roth (2020). Golden-winged Warbler (Vermivora chrysoptera), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gowwar.01",Vermivora,chrysoptera,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,Passeriformes,Parulidae,1390,6420,,BBS2022,
tertiary,CONUS & Canada,EP,3/17/2023,"Gill, F. B., R. A. Canterbury, and J. L. Confer (2020). Blue-winged Warbler (Vermivora cyanoptera), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.buwwar.01",Vermivora,cyanoptera,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,1391,6410,,BBS2022,
,CONUS & Canada,,N/A; hybrid species,,Vermivora,cyanoptera x chrysoptera,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,1392,6412,,BBS2022,
,CONUS & Canada,,N/A; hybrid species,,Vermivora,chrysoptera x cyanoptera,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,1393,6413,,BBS2022,
secondary,CONUS & Canada,EP,3/21/2019; 9/1/2022,"Kricher, J. C. (2020). Black-and-white Warbler (Mniotilta varia), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bawwar.01",Mniotilta,varia,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,1394,6360,,BBS2022,
secondary,CONUS & Canada,EP,9/1/2022,"Petit, L. J. (2020). Prothonotary Warbler (Protonotaria citrea), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.prowar.01",Protonotaria,citrea,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,Passeriformes,Parulidae,1395,6370,,BBS2022,
secondary (co-occur),CONUS & Canada,EP,3/17/2023,"Anich, N. M., T. J. Benson, J. D. Brown, C. Roa, J. C. Bednarz, R. E. Brown, and J. G. Dickson (2020). Swainson's Warbler (Limnothlypis swainsonii), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.swawar.01",Limnothlypis,swainsonii,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,1396,6380,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Rimmer, C. C. and K. P. McFarland (2020). Tennessee Warbler (Leiothlypis peregrina), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.tenwar.01",Leiothlypis,peregrina,Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,Passeriformes,Parulidae,1398,6470,,BBS2022,
secondary,CONUS & Canada,EP,9/1/2022,"Gilbert, W. M., M. K. Sogge, and C. van Riper (2020). Orange-crowned Warbler (Leiothlypis celata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.orcwar.01",Leiothlypis,celata,Orange-crowned Warbler,Paruline verdâtre,Leiothlypis celata,Passeriformes,Parulidae,1399,6460,,BBS2022,
secondary,CONUS & Canada,EP,4/4/2019; checked 9/2/2022,"Johnson, R. R., H. K. Yard, and B. T. Brown (2020). Lucy's Warbler (Leiothlypis luciae), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lucwar.01",Leiothlypis,luciae,Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,Passeriformes,Parulidae,1401,6430,,BBS2022,
secondary,CONUS & Canada,EP,9/2/2022,"Lowther, P. E. and J. M. Williams (2020). Nashville Warbler (Leiothlypis ruficapilla), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.naswar.01",Leiothlypis,ruficapilla,Nashville Warbler,Paruline à joues grises,Leiothlypis ruficapilla,Passeriformes,Parulidae,1402,6450,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Olson, C. R. and T. E. Martin (2020). Virginia's Warbler (Leiothlypis virginiae), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.virwar.01",Leiothlypis,virginiae,Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,Passeriformes,Parulidae,1403,6440,,BBS2022,
quaternary,CONUS & Canada,GD,11/6/2023-11/10/2023,"Pitocchelli, J., J. L. Jones, and D. Jones (2023). Connecticut Warbler (Oporornis agilis), version 2.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.conwar.02 ",Oporornis,agilis,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,Passeriformes,Parulidae,1404,6780,,BBS2022,
secondary,CONUS & Canada,EP,9/2/2022,"Pitocchelli, J. (2020). MacGillivray's Warbler (Geothlypis tolmiei), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.macwar.01",Geothlypis,tolmiei,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,Passeriformes,Parulidae,1406,6800,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Pitocchelli, J. (2020). Mourning Warbler (Geothlypis philadelphia), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.mouwar.01",Geothlypis,philadelphia,Mourning Warbler,Paruline triste,Geothlypis philadelphia,Passeriformes,Parulidae,1407,6790,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"McDonald, M. V. (2020). Kentucky Warbler (Geothlypis formosa), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.kenwar.01",Geothlypis,formosa,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,Passeriformes,Parulidae,1408,6770,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Guzy, M. J. and G. Ritchison (2020). Common Yellowthroat (Geothlypis trichas), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.comyel.01",Geothlypis,trichas,Common Yellowthroat,Paruline masquée,Geothlypis trichas,Passeriformes,Parulidae,1412,6810,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Chiver, I., L. J. Evans Ogden, and B. J. Stutchbury (2020). Hooded Warbler (Setophaga citrina), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.hoowar.01",Setophaga,citrina,Hooded Warbler,Paruline à capuchon,Setophaga citrina,Passeriformes,Parulidae,1414,6840,,BBS2022,
secondary,CONUS & Canada,PLZ,3/19/2019-11/23/2021,"Sherry, T. W., R. T. Holmes, P. Pyle, and M. A. Patten (2020). American Redstart (Setophaga ruticilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.amered.01",Setophaga,ruticilla,American Redstart,Paruline flamboyante,Setophaga ruticilla,Passeriformes,Parulidae,1415,6870,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Bocetti, C. I., D. M. Donner, and H. F. Mayfield (2020). Kirtland's Warbler (Setophaga kirtlandii), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.kirwar.01",Setophaga,kirtlandii,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,1416,6700,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Baltz, M. E. and S. C. Latta (2020). Cape May Warbler (Setophaga tigrina), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.camwar.01",Setophaga,tigrina,Cape May Warbler,Paruline tigrée,Setophaga tigrina,Passeriformes,Parulidae,1417,6500,,BBS2022,
secondary,CONUS & Canada,EP,3/26/2019; checked 9/12/2022,"Buehler, D. A., P. B. Hamel, and T. Boves (2020). Cerulean Warbler (Setophaga cerulea), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cerwar.01",Setophaga,cerulea,Cerulean Warbler,Paruline azurée,Setophaga cerulea,Passeriformes,Parulidae,1418,6580,,BBS2022,
tertiary,CONUS & Canada,EP,3/20/2023,"Moldenhauer, R. R. and D. J. Regelski (2020). Northern Parula (Setophaga americana), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.norpar.01",Setophaga,americana,Northern Parula,Paruline à collier,Setophaga americana,Passeriformes,Parulidae,1419,6480,,BBS2022,
secondary,CONUS & Canada,EP,3/20/2023 - 3/21/2023,"Regelski, D. J. and R. R. Moldenhauer (2020). Tropical Parula (Setophaga pitiayumi), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.tropar.01",Setophaga,pitiayumi,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,1420,6490,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Dunn, E. H. and G. A. Hall (2020). Magnolia Warbler (Setophaga magnolia), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.magwar.01",Setophaga,magnolia,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,Passeriformes,Parulidae,1421,6570,,BBS2022,
tertiary,CONUS & Canada,EP,11/11/2022,"Venier, L., S. Holmes, and J. M. Williams (2020). Bay-breasted Warbler (Setophaga castanea), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.babwar.01",Setophaga,castanea,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,Passeriformes,Parulidae,1422,6600,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Morse, D. H. (2020). Blackburnian Warbler (Setophaga fusca), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkbwar.01",Setophaga,fusca,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,Passeriformes,Parulidae,1423,6620,,BBS2022,
secondary,CONUS & Canada,EP,3/28/2019; checked 9/13/2022,"Lowther, P. E., C. Celada, N. K. Klein, C. C. Rimmer, and D. A. Spector (2020). Yellow Warbler (Setophaga petechia), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yelwar.01",Setophaga,petechia,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,1424,6520,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Byers, B. E., M. Richardson, and D. W. Brauning (2020). Chestnut-sided Warbler (Setophaga pensylvanica), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.chswar.01",Setophaga,pensylvanica,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,1425,6590,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"DeLuca, W., R. Holberton, P. D. Hunt, and B. C. Eliason (2020). Blackpoll Warbler (Setophaga striata), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkpwar.01",Setophaga,striata,Blackpoll Warbler,Paruline rayée,Setophaga striata,Passeriformes,Parulidae,1426,6610,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Holmes, R. T., S. A. Kaiser, N. L. Rodenhouse, T. S. Sillett, M. S. Webster, P. Pyle, and M. A. Patten (2020). Black-throated Blue Warbler (Setophaga caerulescens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.btbwar.01",Setophaga,caerulescens,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,1427,6540,,BBS2022,
tertiary,CONUS & Canada,EP,11/4/2022,"Wilson Jr., W. H. (2020). Palm Warbler (Setophaga palmarum), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.palwar.01",Setophaga,palmarum,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,1428,6720,,BBS2022,
secondary,CONUS & Canada,EP,3/21/2023,"Rodewald, P. G., J. H. Withgott, and K. G. Smith (2020). Pine Warbler (Setophaga pinus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pinwar.01",Setophaga,pinus,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,1429,6710,,BBS2022,
secondary,CONUS & Canada,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.01",Setophaga,coronata coronata,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,1430,6550,,BBS2022,
secondary,CONUS & Canada,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.02",Setophaga,coronata audoboni,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,1431,6560,,BBS2022,
secondary,CONUS & Canada,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.03",Setophaga,coronata,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié),Setophaga coronata,Passeriformes,Parulidae,1432,6556,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"McKay, B. and G. A. Hall (2020). Yellow-throated Warbler (Setophaga dominica), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yetwar.01",Setophaga,dominica,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Passeriformes,Parulidae,1433,6630,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Nolan Jr, V., E. D. Ketterson, and C. A. Buerkle (2020). Prairie Warbler (Setophaga discolor), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.prawar.01",Setophaga,discolor,Prairie Warbler,Paruline des prés,Setophaga discolor,Passeriformes,Parulidae,1434,6730,,BBS2022,
tertiary,CONUS & Canada,CR,9/19/2023,"Staicer, C. A. and M. J. Guzy (2020). Grace's Warbler (Setophaga graciae), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grawar.01",Setophaga,graciae,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,1435,6640,,BBS2022,
tertiary,CONUS & Canada,EP,3/21/2023,"Guzy, M. J. and P. E. Lowther (2020). Black-throated Gray Warbler (Setophaga nigrescens), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.btywar.01",Setophaga,nigrescens,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,1436,6650,,BBS2022,
tertiary,CONUS & Canada,JZ,3/23/2023,"Wright, A. L., G. D. Hayward, S. M. Matsuoka, and P. H. Hayward (2020). Townsend's Warbler (Setophaga townsendi), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.towwar.01",Setophaga,townsendi,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,1437,6680,,BBS2022,
tertiary,CONUS & Canada,CR,9/22/2023,"Pearson, S. F. (2020). Hermit Warbler (Setophaga occidentalis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.herwar.01",Setophaga,occidentalis,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,Passeriformes,Parulidae,1438,6690,,BBS2022,
,CONUS & Canada,,N/A; hybrid species,,Setophaga,townsendi x occidentalis,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Setophaga townsendi x occidentalis,Passeriformes,Parulidae,1439,6686,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Setophaga,townsendi / occidentalis,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaune,Setophaga townsendi / occidentalis,Passeriformes,Parulidae,1440,6685,,BBS2022,
tertiary,CONUS & Canada,EP,3/24/2023,"Ladd, C. and L. Gass (2020). Golden-cheeked Warbler (Setophaga chrysoparia), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gchwar.01",Setophaga,chrysoparia,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,1441,6660,,BBS2022,
secondary,CONUS & Canada,IH,9/20/2022-9/21/2022,"Morse, D. H. and A. F. Poole (2020). Black-throated Green Warbler (Setophaga virens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.btnwar.01",Setophaga,virens,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,Passeriformes,Parulidae,1442,6670,,BBS2022,
tertiary,CONUS & Canada,EP,3/24/2023,"Reitsma, L. R., M. T. Hallworth, M. McMahon, and C. J. Conway (2020). Canada Warbler (Cardellina canadensis), version 2.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.canwar.02",Cardellina,canadensis,Canada Warbler,Paruline du Canada,Cardellina canadensis,Passeriformes,Parulidae,1447,6860,,BBS2022,
secondary,CONUS & Canada,IH,4/2/2019; 9/13/2022,"Ammon, E. M. and W. M. Gilbert (2020). Wilson's Warbler (Cardellina pusilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wlswar.01",Cardellina,pusilla,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,Passeriformes,Parulidae,1448,6850,,BBS2022,
