scientific_name.raw,common_name.raw,scientific_name.edit,common_name.edit,edit_notes
Psilopogon virens,Great Barbet,Psilopogon virens,Great Barbet,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus,Spotted Towhees,Pipilo maculatus,Spotted Towhee,L0 species as entered on checklist (Clements 2024)
Zonotrichia atricapilla,Golden-Crowned Sparrows,Zonotrichia atricapilla,Golden-crowned Sparrow,L0 species as entered on checklist (Clements 2024)
Charadriiform sp.,Unid. Charadriiform,Charadriiform sp.,Unid. Charadriiform,NA
Junco hyemalis aikeni,(White-Winged Junco) Dark-Eyed Junco,Junco hyemalis aikeni,Dark-eyed Junco (White-winged),L0 species as entered on checklist (Clements 2024)
Junco hyemalis townsendi,(Oregon Junco) Dark-Eyed Junco,Junco hyemalis townsendi,,L0 species as entered on checklist (Clements 2024)
Leucosticte sp.,Unid. Rosy Finch,Leucosticte sp.,rosy-finch sp.,NA
Aphelocoma ultramarina,Volcanoes Jay,Aphelocoma ultramarina,Transvolcanic Jay,L0 species as entered on checklist (Clements 2024)
Lanius borealis mollis,Asian Northern Shrike,Lanius borealis mollis,,L0 species as entered on checklist (Clements 2024)
Larus fuscus heuglini,Lesser Black-Backed Gull (Heuglin's),Larus fuscus heuglini,Lesser Black-backed Gull (Heuglin's),L0 species as entered on checklist (Clements 2024)
Larus fuscus barabensis,Lesser Black-Backed Gull (Steppe),Larus fuscus barabensis,Lesser Black-backed Gull (Steppe),L0 species as entered on checklist (Clements 2024)
Larus cachinnans,Caspian Gull,Larus cachinnans,Caspian Gull,L0 species as entered on checklist (Clements 2024)
Leucophaeus articilla,Laughing Gull,Leucophaeus atricilla,Laughing Gull,high confidence str match to checklist (Clements 2024)  0.984
Anas sp.,Unid. Dabbling Duck,Anas sp.,Anas sp.,NA
Mergus sp.,Unid. Merganser,Mergus sp.,Unid. Merganser,NA
Hydrobates leucorhous,Leach's Strorm Petrel,Hydrobates leucorhous,Leach's Storm-Petrel,L0 species as entered on checklist (Clements 2024)
Rynchops sp.,Unid. Skimmer,Rynchops sp.,Unid. Skimmer,NA
Falco rusticolis,Gyrfalcon,Falco rusticolus,Gyrfalcon,high confidence str match to checklist (Clements 2024)  0.958
Circus hudsonius,Northen Harrier,Circus hudsonius,Northern Harrier,L0 species as entered on checklist (Clements 2024)
Circus aeruginosus,Eurasian Marsh-Harrier,Circus aeruginosus,Western Marsh Harrier,L0 species as entered on checklist (Clements 2024)
Larus canus canus,Common Gull,Larus canus canus,Common Gull (European),L0 species as entered on checklist (Clements 2024)
Larus canus kamtschatschensis,Kamchatka Gull,Larus canus kamtschatschensis,Common Gull (Kamchatka),L0 species as entered on checklist (Clements 2024)
Megus merganser,Common Merganser,Mergus merganser,Common Merganser,high confidence common name fuzzy match (Clements 2024)  1
Rallus obsoletus,Ridgway's Rail,Rallus obsoletus,Ridgway's Rail,L0 species as entered on checklist (Clements 2024)
Aechmophorus sp.,Unid. Grebe,Aechmophorus sp.,Unid. Grebe,NA
Stercorarius maccormicki,South Polar Skuas,Stercorarius maccormicki,South Polar Skua,L0 species as entered on checklist (Clements 2024)
Branta bernicla bernicla,(Dark-Bellied) Brant,Branta bernicla bernicla,Brant (Dark-bellied),L0 species as entered on checklist (Clements 2024)
Somateria mollissima mollissima,(Eurasian) Common Eider,Somateria mollissima mollissima,Common Eider (Eurasian),L0 species as entered on checklist (Clements 2024)
Larus fuscus heuglini,Heuglin's Lesser Black-Backed Gull,Larus fuscus heuglini,Lesser Black-backed Gull (Heuglin's),L0 species as entered on checklist (Clements 2024)
Ceryle torquata,Ringed Kingfisher,Megaceryle torquata,Ringed Kingfisher,high confidence common name fuzzy match (Clements 2024)  1
Chroicocephalus philadelphia,Bonaparte’s Gull,Chroicocephalus philadelphia,Bonaparte's Gull,L0 species as entered on checklist (Clements 2024)
Phalacrocorax penicillatus,Brandt’s Cormorant,Urile penicillatus,Brandt's Cormorant,high confidence common name fuzzy match (Clements 2024)  0.963
Anser albifrons/erythropus,White-Fronted Goose,Anser albifrons/erythropus,Greater/Lesser White-fronted Goose,L0 species as entered on checklist (Clements 2024)
Aythyinae sp.,Unid. Diving Duck,Aythyinae sp.,Unid. Diving Duck,NA
Alcid sp.,Unid. Alcid,Alcid sp.,Unid. Alcid,NA
Morus sp.,Unid. Gannet,Morus sp.,Unid. Gannet,NA
Larus glaucescens,Glaucous-Winged Gulls,Larus glaucescens,Glaucous-winged Gull,L0 species as entered on checklist (Clements 2024)
Phalacrocoracid sp.,Unid. Cormorant,Phalacrocoracid sp.,Unid. Cormorant,NA
Alcid sp.,Unid. Aucklet,Alcid sp.,Unid. Aucklet,NA
Puffinus sp.,Unid. Shearwater,Puffinus sp.,small shearwater sp.,NA
Accipitrid sp.,Unid. Hawk,Accipitrid sp.,Unid. Hawk,NA
Corvid sp.,Unid. Raven,Corvid sp.,Unid. Raven,NA
Oceanodroma homochroa,Ashy Storm-Petrel,Hydrobates homochroa,Ashy Storm-Petrel,high confidence common name fuzzy match (Clements 2024)  1
Brachyramphus sp.,Unid. Murrelet,Brachyramphus sp.,Unid. Murrelet,NA
Setophaga townsendi,Townsend Warbler,Setophaga townsendi,Townsend's Warbler,L0 species as entered on checklist (Clements 2024)
Picoides scalaris,Ladder-Backed Woodpecker,Dryobates scalaris,Ladder-backed Woodpecker,high confidence common name fuzzy match (Clements 2024)  1
Vireo philadelphia,Philadelphia Vireo,Vireo philadelphicus,Philadelphia Vireo,high confidence common name fuzzy match (Clements 2024)  1
Phaethornis longuemareus,Little Hermit,Phaethornis longuemareus,Little Hermit,L0 species as entered on checklist (Clements 2024)
Eupherusa eximia,Stripe-Tailed Hummingbird,Eupherusa eximia,Stripe-tailed Hummingbird,L0 species as entered on checklist (Clements 2024)
Saucerottia saucerottei,Steely-Vented Hummingbird,Saucerottia saucerottei,Steely-vented Hummingbird,L0 species as entered on checklist (Clements 2024)
Campylopterus hemileucurus,Violet Sabrewing,Campylopterus hemileucurus,Violet Sabrewing,L0 species as entered on checklist (Clements 2024)
Terenotriccus erythrurus,Ruddy-Tailed Flycatcher,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,L0 species as entered on checklist (Clements 2024)
Accipiter sp.,Unid. Accipiter,Accipiter sp.,Unid. Accipiter,NA
Pheucticus chrysopeplus,Yellow Grosbeak,Pheucticus chrysopeplus,Yellow Grosbeak,L0 species as entered on checklist (Clements 2024)
Leptotila cassinii rufinucha,Rufous-Naped Gray-Chested Dove,Leptotila cassinii rufinucha,Gray-chested Dove (rufinucha),L0 species as entered on checklist (Clements 2024)
Ciccaba virgata,Mottled Owl,Strix virgata,Mottled Owl,high confidence common name fuzzy match (Clements 2024)  1
Chroicocephalus cirrocephalus,Gray-Hooded Gull,Chroicocephalus cirrocephalus,Gray-hooded Gull,L0 species as entered on checklist (Clements 2024)
Rallus sp.,Unid. Rail,Rallus sp.,Rallus sp.,NA
Chroicocephalus​ serranus,Andean Gull,Chroicocephalus serranus,Andean Gull,high confidence str match to checklist (Clements 2024)  0.987
Larus belcheri,Belcher's Gull,Larus belcheri,Belcher's Gull,L0 species as entered on checklist (Clements 2024)
Passerellidae sp.,Unid. Sparrow,Passerellidae sp.,new world sparrow sp.,NA
Leucosticte tephrocotis tephrocotis,Gray-Crowned Rosy-Finch,Leucosticte tephrocotis tephrocotis,,L0 species as entered on checklist (Clements 2024)
Leucosticte tephrocotis dawsoni,Gray-Crowned Rosy-Finch,Leucosticte tephrocotis dawsoni,,L0 species as entered on checklist (Clements 2024)
Leucosticte tephrocotis wallowa,Gray-Crowned Rosy-Finch,Leucosticte tephrocotis wallowa,,L0 species as entered on checklist (Clements 2024)
Leucosticte sp.,Unid. Rosy-Finch,Leucosticte sp.,rosy-finch sp.,NA
Phalaropus tricolor,Wilson's Phalarop,Phalaropus tricolor,Wilson's Phalarope,L0 species as entered on checklist (Clements 2024)
Falco columbaris,Merlin,Falco columbarius,Merlin,high confidence str match to checklist (Clements 2024)  0.98
Tringa flavipes,Lesser Yellowleg,Tringa flavipes,Lesser Yellowlegs,L0 species as entered on checklist (Clements 2024)
Geranoaetus polyosoma,Variable Hawk,Geranoaetus polyosoma,Variable Hawk,L0 species as entered on checklist (Clements 2024)
Circus sp.,Unid. Circus Hawk,Circus sp.,harrier sp.,NA
Falco sp.,Unid. Falco Sp.,Falco sp.,falcon sp.,NA
Circus approximans,Swamp Harrier,Circus approximans,Swamp Harrier,L0 species as entered on checklist (Clements 2024)
Numenius madagascariensis,Far Eastern Curlew,Numenius madagascariensis,Far Eastern Curlew,L0 species as entered on checklist (Clements 2024)
Lonchura striata,White-Rumped Munia,Lonchura striata,White-rumped Munia,L0 species as entered on checklist (Clements 2024)
Lophura nycthemera,Silver Pheasant,Lophura nycthemera,Silver Pheasant,L0 species as entered on checklist (Clements 2024)
Lophura leucomelanos leucomelanos,Kalij Pheasant,Lophura leucomelanos leucomelanos,,L0 species as entered on checklist (Clements 2024)
Sita canadensis,Red-Breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,high confidence str match to checklist (Clements 2024)  0.979
Loxia pytyopsittacus,Parrot Crossbill,Loxia pytyopsittacus,Parrot Crossbill,L0 species as entered on checklist (Clements 2024)
Cyanocitta stelleri,Stellar's Jay,Cyanocitta stelleri,Steller's Jay,L0 species as entered on checklist (Clements 2024)
Luscinia svecica namnetum,White-Spotted Bluethroat,Luscinia svecica namnetum,,L0 species as entered on checklist (Clements 2024)
Calidris pusilla,Semipalmated Plover,Calidris pusilla,Semipalmated Sandpiper,L0 species as entered on checklist (Clements 2024)
Luscinia svecica svecica,Red-Spotted Bluethroat,Luscinia svecica svecica,,L0 species as entered on checklist (Clements 2024)
Malacoptila mystacalis,Moustached Puffbird,Malacoptila mystacalis,Moustached Puffbird,L0 species as entered on checklist (Clements 2024)
Diving duck sp.,Unid. Diving Duck,Diving duck sp.,Unid. Diving Duck,NA
Anas discors,Blue-Winged Teal,Spatula discors,Blue-winged Teal,high confidence common name fuzzy match (Clements 2024)  1
Dabbling duck sp.,Unid. Dabbling Duck,Dabbling duck sp.,Unid. Dabbling Duck,NA
Mareca sibilatrix,Chiloe Wigeon,Mareca sibilatrix,Chiloe Wigeon,L0 species as entered on checklist (Clements 2024)
Egretta sp.,Unid. Egret,Egretta sp.,Egretta sp.,NA
Alcedinidae sp.,Unid. Kingfisher,Alcedinidae sp.,kingfisher sp.,NA
Momotus momota,Amazonian Motmot,Momotus momota,Amazonian Motmot,L0 species as entered on checklist (Clements 2024)
Spizaetus sp.,Unid. Hawk-Eagle,Spizaetus sp.,Spizaetus sp.,NA
Accipiter sp.,Unid. Accipiter Sp,Accipiter sp.,Unid. Accipiter Sp,NA
Buteo platypterus,Broad-Winged Hawks,Buteo platypterus,Broad-winged Hawk,L0 species as entered on checklist (Clements 2024)
Megascops guatemalae,Vermiculated Screech-Owl,Megascops guatemalae,Middle American Screech-Owl,L0 species as entered on checklist (Clements 2024)
Lampornis clemenciae,Blue-Throated Mountain Gem,Lampornis clemenciae,Blue-throated Mountain-gem,L0 species as entered on checklist (Clements 2024)
Melanerpes hoffmannii,Hoffman's Woodpecker,Melanerpes hoffmannii,Hoffmann's Woodpecker,L0 species as entered on checklist (Clements 2024)
Melanerpes pygmaeus,Red-Vented Woodpecker,Melanerpes pygmaeus,Yucatan Woodpecker,L0 species as entered on checklist (Clements 2024)
Dryobates borealis,Red Cockaded Woodpecker,Dryobates borealis,Red-cockaded Woodpecker,L0 species as entered on checklist (Clements 2024)
Paridae sp.,Unid. Titmouse,Paridae sp.,parid sp.,NA
Melanerpes lewis,Lewis' Woodpecker,Melanerpes lewis,Lewis's Woodpecker,L0 species as entered on checklist (Clements 2024)
Parulid sp.,Und. Wood-Warbler,Parulid sp.,Und. Wood-Warbler,NA
Vireonid sp.,Unid. Vireo,Vireonid sp.,Unid. Vireo,NA
Thraupid sp.,Unid. Tanager,Thraupid sp.,Unid. Tanager,NA
Fringillid sp.,Unid. Finch,Fringillid sp.,Unid. Finch,NA
Gallus gallus,Chicken,Gallus gallus,Red Junglefowl,L0 species as entered on checklist (Clements 2024)
Sterninae sp.,Unid. Tern,Sterninae sp.,tern sp.,NA
Alcidae sp.,Unid. Auk,Alcidae sp.,alcid sp.,NA
Meleagris ocellata,Ocellated Turkey,Meleagris ocellata,Ocellated Turkey,L0 species as entered on checklist (Clements 2024)
Gallus sp.,Unid. Domestic Chicken,Gallus sp.,Unid. Domestic Chicken,NA
Pogoniulus sp.,Unid. Pogoniulus Barbet,Pogoniulus sp.,tinkerbird sp.,NA
Melospiza georgiana nigrescens,Swamp Sparrow (Nigrescens),Melospiza georgiana nigrescens,,L0 species as entered on checklist (Clements 2024)
Carduelinae sp.,Unid. Canary,Carduelinae sp.,Unid. Canary,NA
Melospiza melodia cleonensis,Song Sparrow (Heermanni Group),Melospiza melodia cleonensis,,L0 species as entered on checklist (Clements 2024)
Melospiza melodia heermanni,Song Sparrow (Heermanni Group),Melospiza melodia heermanni,,L0 species as entered on checklist (Clements 2024)
Dryobates nuttalli,Nutall's Woodpecker,Dryobates nuttallii,Nuttall's Woodpecker,high confidence str match to checklist (Clements 2024)  0.982
Melozone crissalis albigula,California Towhee (Albigula),Melozone crissalis albigula,,L0 species as entered on checklist (Clements 2024)
Molothrus aeneus loyei,Bronzed Cowbird (Bronzed),Molothrus aeneus loyei,,L0 species as entered on checklist (Clements 2024)
Molothrus aeneus aeneus,Bronzed Cowbird (Bronzed),Molothrus aeneus aeneus,,L0 species as entered on checklist (Clements 2024)
Buchephala clangula,Common Goldeneye,Bucephala clangula,Common Goldeneye,high confidence str match to checklist (Clements 2024)  0.955
Sterna hirundo,Common Terns,Sterna hirundo,Common Tern,L0 species as entered on checklist (Clements 2024)
Larus philadelphia,Bonaparte's Gull,Chroicocephalus philadelphia,Bonaparte's Gull,high confidence common name fuzzy match (Clements 2024)  1
Anas affinis,Lesser Scaup,Aythya affinis,Lesser Scaup,high confidence common name fuzzy match (Clements 2024)  1
Anas crecca,Common Teal,Anas crecca,Green-winged Teal,L0 species as entered on checklist (Clements 2024)
Dendroica nigrescens,Gray Warbler,Dendroica nigrescens,Gray Warbler,Update to checklist Black-throated Gray Warbler=Setophaga nigrescens. edited to match checklist (Clements 2024).
Melanerpes hypopolius,Gray-Breasted Woodpecker,Melanerpes hypopolius,Gray-breasted Woodpecker,L0 species as entered on checklist (Clements 2024)
Parus wollweberi,Bridled Titmouse,Baeolophus wollweberi,Bridled Titmouse,high confidence common name fuzzy match (Clements 2024)  1
Psaltriparus mimus,Bushtit,Psaltriparus minimus,Bushtit,high confidence str match to checklist (Clements 2024)  0.967
Chrysococcyx megarhynchus,Long-Billed Cuckoo,Chalcites megarhynchus,Long-billed Cuckoo,high confidence common name fuzzy match (Clements 2024)  1
Ptilinopus sp.,Unid. Fruit-Dove,Ptilinopus sp.,fruit-dove sp.,NA
Cardinal sp.,Unid. Cardinal,Cardinal sp.,Unid. Cardinal,NA
Dove sp.,Unid. Dove,Dove sp.,Unid. Dove,NA
Elanoides forficatus,Swallow-Tailed Kites,Elanoides forficatus,Swallow-tailed Kite,L0 species as entered on checklist (Clements 2024)
Otus asio,Eastern Screech-Owl,Megascops asio,Eastern Screech-Owl,high confidence common name fuzzy match (Clements 2024)  1
Thrasher sp.,Unid. Thrasher,Thrasher sp.,Unid. Thrasher,NA
Furnariidae sp.,Unid. Furnariid,Furnariidae sp.,furnariid sp.,NA
Thamnophilidae sp.,Unid. Antbird,Thamnophilidae sp.,Unid. Antbird,NA
Zentrygon chiriquensis,Chiriqui Quail-Dove,Zentrygon chiriquensis,Chiriqui Quail-Dove,L0 species as entered on checklist (Clements 2024)
Tangara dowii,Spangle-Cheeked Tanager,Tangara dowii,Spangle-cheeked Tanager,L0 species as entered on checklist (Clements 2024)
Chlorospingus sp.,Unid. Bush-Tanager,Chlorospingus sp.,chlorospingus sp.,NA
Chlorophanes sp.,Unid. Green Honeycreeper,Chlorophanes sp.,Unid. Green Honeycreeper,NA
Cyanerpes sp.,Unid. Cyanerpes Honeycreeper,Cyanerpes sp.,Cyanerpes sp.,NA
Hylophilus sp.,Unid. Greenlet,Hylophilus sp.,Unid. Greenlet,NA
Wood-warbler sp.,Unid. Wood-Warbler,Wood-warbler sp.,Unid. Wood-Warbler,NA
Arremenops sp.,Unid. Arremenops Sp.,Arremenops sp.,Unid. Arremenops Sp.,NA
Cardinalis sp.,Unid. Cardinalis Sp.,Cardinalis sp.,Unid. Cardinalis Sp.,NA
Catharus aurantiirostris,Orange-Billed Nightingale-Thrush,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,L0 species as entered on checklist (Clements 2024)
Dendroica chrysoparia,Golden-Cheeked Warbler,Setophaga chrysoparia,Golden-cheeked Warbler,high confidence common name fuzzy match (Clements 2024)  1
Habia rubica,Red-Crowned Ant-Tanager,Habia rubica,Red-crowned Ant-Tanager,L0 species as entered on checklist (Clements 2024)
Icterus bullockii x galbula,Hybrid Bullock's Oriole X Baltimore Oriole,Icterus bullockii x galbula,Bullock's x Baltimore Oriole (hybrid),high confidence str match to checklist (Clements 2024)  1
Icterus graduacauda,Audobon's Oriole,Icterus graduacauda,Audubon's Oriole,L0 species as entered on checklist (Clements 2024)
Icterus sp.,Unid. Icterus Oriole,Icterus sp.,new world oriole sp.,NA
Tyrannus melancholicus,Couch's Kingbird,Tyrannus melancholicus,Tropical Kingbird,L0 species as entered on checklist (Clements 2024)
Vireo brevipennis,Slaty Vireo,Vireo brevipennis,Slaty Vireo,L0 species as entered on checklist (Clements 2024)
Polioptila albiloris,White-Lored Gnatcatcher,Polioptila albiloris,White-lored Gnatcatcher,L0 species as entered on checklist (Clements 2024)
Campylorhynchus rufinucha,Veracruz Wren,Campylorhynchus rufinucha,Veracruz Wren,L0 species as entered on checklist (Clements 2024)
Campylorhynchus humilis,Russet-Naped Wren,Campylorhynchus humilis,Russet-naped Wren,L0 species as entered on checklist (Clements 2024)
Campylorhynchus capistratus,Rufous-Backed Wren,Campylorhynchus capistratus,Rufous-backed Wren,L0 species as entered on checklist (Clements 2024)
